id,equity_amount,pledgee_id,pledgee_type,pledgor_id,pledgor_type,state,up_state
3427281,2289.1566,8685022.0,1,10011926,1,有效,2.0
3427282,3529.8,8685022.0,1,38751806,1,有效,2.0
3427283,286.2,8685022.0,1,12029879,1,有效,2.0
3427284,1202.2519,8685022.0,1,540088,1,有效,2.0
3427285,1555.2278,8685022.0,1,38751800,1,有效,2.0
3427286,630.56,8685022.0,1,0,1,有效,2.0
3427287,1144.4403,8685022.0,1,38751807,1,有效,2.0
3427288,991.7999,8685022.0,1,9758889,1,有效,2.0
3427289,3974.9998,8685022.0,1,7010104,1,有效,2.0
3427290,741.9999,8685022.0,1,44164993,1,有效,2.0
3427291,420.3732,8685022.0,1,926,1,有效,2.0
3427292,6126.7999,8685022.0,1,38751803,1,有效,2.0
3427294,255.18,8685022.0,1,38751799,1,有效,2.0
3427422,10.0,1481603.0,1,237759,1,有效,2.0
3427423,10.0,1481603.0,1,71259,1,有效,2.0
3427723,31.56,4376790.0,1,3220,1,有效,2.0
3427761,94.68,4376790.0,1,0,1,有效,2.0
3427762,58.56,4288.0,1,0,1,有效,2.0
3427763,37.52,1473996.0,1,0,1,有效,2.0
3427768,58.56,64600.0,1,314698,1,有效,2.0
3427773,31.56,148333.0,1,7290903,1,有效,2.0
3427776,157.501,454904.0,1,1527337,1,有效,2.0
3427794,31.56,41984.0,1,0,1,有效,2.0
3427805,21.04,125668.0,1,0,1,有效,2.0
3427809,58.56,1473996.0,1,0,1,有效,2.0
3427810,10.52,1473996.0,1,0,1,有效,2.0
3427814,37.872,6589951.0,1,0,1,有效,2.0
3427821,10.52,6589951.0,1,48303,1,有效,2.0
3427843,69.08,9490.0,1,0,1,有效,2.0
3427849,31.56,64600.0,1,666661,1,有效,2.0
3427871,31.56,4288.0,1,41984,1,有效,2.0
3427894,48.04,41984.0,1,0,1,有效,2.0
3427940,21.04,41984.0,1,0,1,有效,2.0
3427942,31.56,41984.0,1,0,1,有效,2.0
3427945,190.12,148333.0,1,1429997,1,有效,2.0
3427960,24.9204,125668.0,1,6603,1,有效,2.0
3428084,1550.0,613392.0,1,11834826,1,有效,2.0
3428085,2000.0,613392.0,1,8478880,1,有效,2.0
3428291,4300.0,6582.0,1,3364450,1,有效,2.0
3428483,14.11,222039.0,1,183801,1,有效,2.0
3428484,21.166,222039.0,1,540223,1,有效,2.0
3428485,21.166,222039.0,1,46163,1,有效,2.0
3429160,273.0,12939483.0,1,0,1,有效,2.0
3429161,611.25,12939481.0,1,0,1,有效,2.0
3429341,500.0,2073.0,1,389949,1,有效,2.0
3431137,800.0,32332.0,1,30577660,1,有效,2.0
3434235,1000.0,364215.0,1,0,1,有效,2.0
3436354,83.35,3375338.0,1,126189,1,有效,2.0
3438378,60.0,11121212.0,1,0,1,有效,2.0
3438858,735.0,3605.0,1,0,1,有效,2.0
3438916,200.0,2155888.0,1,24950780,1,有效,2.0
3439020,540.0,198402.0,1,579,1,有效,2.0
3442854,60.0,107773.0,1,0,1,有效,2.0
3471707,172.4,1965776.0,1,1965776,1,有效,2.0
3486347,200.0,2054175.0,1,160554,1,有效,2.0
3528834,532.0,572970.0,1,2192974,1,有效,2.0
3531276,1000.0,39166.0,1,663352,1,有效,2.0
3576621,30.0,15.0,1,15,1,有效,2.0
3600342,180.0,70035.0,1,8815610,1,有效,2.0
3607732,1078.0,879212.0,1,879212,1,有效,2.0
3607869,250.0,330684.0,1,330684,1,有效,2.0
3623363,900.0,1832569.0,1,2681172,1,有效,2.0
3628878,3500.0,54528.0,1,586546,1,有效,2.0
3633825,25.5,74175.0,1,74175,1,有效,2.0
3633826,24.5,104921.0,1,104921,1,有效,2.0
3636106,500.0,856332.0,1,7921962,1,有效,2.0
3642123,300.0,2805674.0,1,0,1,有效,2.0
3642124,675.0,2805674.0,1,0,1,有效,2.0
3642125,450.0,2805674.0,1,0,1,有效,2.0
3642126,450.0,2805674.0,1,0,1,有效,2.0
3643049,550.0,5770856.0,1,0,1,有效,2.0
3645757,1000.0,69913.0,1,69913,1,有效,2.0
3646936,5.0,5273299.0,1,0,1,有效,2.0
3649981,1120.0,140300.0,1,0,1,有效,2.0
3690211,392.0,2117646.0,1,2638994,1,有效,2.0
3696655,200.0,294027.0,1,3142819,1,有效,2.0
3697115,675.0,1251094.0,1,1550015,1,有效,2.0
3698856,15.0,502188.0,1,2080822,1,有效,2.0
3701054,400.0,291368.0,1,2627423,1,有效,2.0
3702054,30.0,4214596.0,1,4214596,1,有效,2.0
3703431,100.0,291368.0,1,2627423,1,有效,2.0
3704252,40.0,2688.0,1,0,1,有效,2.0
3704254,60.0,2688.0,1,0,1,有效,2.0
3706854,100.0,3865763.0,1,3491253,1,有效,2.0
3706855,100.0,3865763.0,1,105463,1,有效,2.0
3712900,180.0,3089491.0,1,0,1,有效,2.0
3715694,150.0,4747192.0,1,4747192,1,有效,2.0
3750495,2000.0,4703073.0,1,4482603,1,有效,2.0
3751748,310.0,417687.0,1,6872172,1,有效,2.0
3751749,200.0,417687.0,1,6873428,1,有效,2.0
3754493,390.0,3889687.0,1,0,1,有效,2.0
3754600,500.0,3792966.0,1,8749746,1,有效,2.0
3770943,245.0,868656.0,1,4997,1,有效,2.0
3823047,800.0,7753838.0,1,0,1,有效,2.0
3858825,1800.0,496491.0,1,4577131,1,有效,2.0
3879451,400.0,62219.0,1,40291,1,有效,2.0
3881831,9450.0,207285.0,1,1609374,1,有效,2.0
3882068,45.0,7693165.0,1,177009,1,有效,2.0
3884071,550.0,3024350.0,1,3024350,1,有效,2.0
3893589,44.7653,201536.0,1,161917,1,有效,2.0
3893596,304.6429,201536.0,1,67982,1,有效,2.0
3912419,100.0,1066293.0,1,0,1,有效,2.0
3918415,45.0,96342.0,1,2230060,1,有效,2.0
3931348,2008.0,2572932.0,1,8026172,1,有效,2.0
3946158,4300.0,114157.0,1,2186606,1,有效,2.0
3946160,1300.0,1892387.0,1,2186606,1,有效,2.0
3951022,130.0,3889995.0,1,2088297,1,有效,2.0
3963581,98.0,171651.0,1,0,1,有效,2.0
3963582,2.0,171651.0,1,0,1,有效,2.0
3994269,47.0,3895055.0,1,141001,1,有效,2.0
4042425,1000.0,492772.0,1,13110,1,有效,2.0
4067373,1400.0,320176.0,1,85088,1,有效,2.0
4110403,680.0,219509.0,1,842363,1,有效,2.0
4378143,900.0,657136.0,1,2131028,1,有效,2.0
4415285,1323.0,108804.0,1,7155,1,有效,2.0
4415286,529.2,301875.0,1,7155,1,有效,2.0
4734853,6000.0,6081238.0,1,0,1,有效,2.0
6657325,75.0,10959697.0,1,0,1,有效,2.0
6657326,10.0,10959697.0,1,0,1,有效,2.0
6657327,15.0,10959697.0,1,5274,1,有效,2.0
7292515,50.0,938400.0,1,0,1,有效,2.0
7292516,100.0,938400.0,1,0,1,有效,2.0
7695081,335.0,8164505.0,1,8164505,1,有效,2.0
7695082,45.0,10932389.0,1,10932389,1,有效,2.0
7695083,40.0,389885.0,1,389885,1,有效,2.0
7695084,40.0,4876572.0,1,4876572,1,有效,2.0
7695085,40.0,15978869.0,1,15978869,1,有效,2.0
8039988,603.3,5405995.0,1,10545239,1,有效,2.0
8039989,361.98,5405996.0,1,10545239,1,有效,2.0
8039990,643.52,5405996.0,1,2630523,1,有效,2.0
8359883,25.5,41397.0,1,13650451,1,有效,2.0
8372413,400.0,455374.0,1,81639,1,有效,2.0
8581109,40.0,6203401.0,1,326,1,有效,2.0
8666714,980.0,36078.0,1,0,1,有效,2.0
9088795,20.0,42376.0,1,1406590,1,有效,2.0
9140163,525.0,215445.0,1,196651,1,有效,2.0
9324940,350.0,745154.0,1,0,1,有效,2.0
9473081,325.0,1316827.0,1,1546,1,有效,2.0
9499510,391.25,158380.0,1,0,1,有效,2.0
9561844,600.0,316238.0,1,62274,1,有效,2.0
9569641,359.85,4193032.0,1,946554,1,有效,2.0
9570142,844.8,5839548.0,1,12737055,1,有效,2.0
9586218,1920.0,2375382.0,1,3840140,1,有效,2.0
9587476,64.8,14835437.0,1,63442,1,有效,2.0
9642605,960.0,853037.0,1,853037,1,有效,2.0
9643112,965.76,177558.0,1,1013370,1,有效,2.0
9657498,600.0,512428.0,1,51237,1,有效,2.0
9661821,84.58,5233615.0,1,17031944,1,有效,2.0
9675956,1505.4,4440185.0,1,6036937,1,有效,2.0
9678405,6.5,5276.0,1,5641364,1,有效,2.0
9678407,7.0,331015.0,1,5641364,1,有效,2.0
9678408,6.5,69030.0,1,5641364,1,有效,2.0
9678410,5.0,331015.0,1,7719,1,有效,2.0
9678411,5.0,5276.0,1,7719,1,有效,2.0
9680122,25.0,482740.0,1,0,1,有效,2.0
9680123,25.0,482740.0,1,0,1,有效,2.0
9682749,400.0,51623.0,1,210004,1,有效,2.0
9682750,400.0,51623.0,1,210004,1,有效,2.0
9703413,3430.0,11392589.0,1,11392595,1,有效,2.0
9703715,452.032,14684075.0,1,791323,1,有效,2.0
9703716,450.014,7327376.0,1,791323,1,有效,2.0
9703717,450.014,2541664.0,1,791323,1,有效,2.0
9718996,200.0,318.0,1,7196984,1,有效,2.0
9724925,460.0,17265760.0,1,566449,1,有效,2.0
9760337,2000.0,648573.0,1,4730491,1,有效,2.0
9762765,290.0,252529.0,1,0,1,有效,2.0
9808381,500.0,226816.0,1,5896401,1,有效,2.0
9853159,100.0,2571786.0,1,3480348,1,有效,2.0
9871074,60.0,1095449.0,1,6770542,1,有效,2.0
9877128,500.0,124052.0,1,0,1,有效,2.0
9877566,500.0,17738409.0,1,499233,1,有效,2.0
9878991,120.0,532197.0,1,2545303,1,有效,2.0
9881167,127.66,21446.0,1,42729,1,有效,2.0
9893981,420.0,299553.0,1,0,1,有效,2.0
9897564,468.2548,228005.0,1,67326746,1,有效,2.0
9903384,331.5,17286233.0,1,117242,1,有效,2.0
9905850,3000.0,754304.0,1,49216088,1,有效,2.0
9905851,6000.0,754304.0,1,16392337,1,有效,2.0
9905852,3000.0,754304.0,1,12409217,1,有效,2.0
9906517,150.0,258296.0,1,6019104,1,有效,2.0
9913944,1320.0,61019.0,1,427779,1,有效,2.0
9924340,1000.0,1430926.0,1,0,1,有效,2.0
9928966,1086.0,1634717.0,1,52102112,1,有效,2.0
9932465,3500.0,81851.0,1,49347258,1,有效,2.0
9932926,550.0,23149.0,1,4609,1,有效,2.0
9932927,450.0,23149.0,1,241488,1,有效,2.0
9949232,566.0,614786.0,1,93221,1,有效,2.0
9965156,288.0,3821725.0,1,17653004,1,有效,2.0
9989112,51.2,17276906.0,1,4040,1,有效,2.0
10004222,300.0,195264.0,1,1496602,1,有效,2.0
10010530,112.5,64671.0,1,345650,1,有效,2.0
10020336,3750.0,754304.0,1,16392337,1,有效,2.0
10020337,3750.0,754304.0,1,12409217,1,有效,2.0
10020338,3750.0,754304.0,1,49216088,1,有效,2.0
10025926,50.0,1178867.0,1,270068,1,有效,2.0
10026241,160.0,114744.0,1,3006,1,有效,2.0
10038781,1200.0,254948.0,1,5438513,1,有效,2.0
10038782,1100.0,254948.0,1,1316309,1,有效,2.0
10038783,150.0,254948.0,1,3351575,1,有效,2.0
10040534,292.0,11732200.0,1,816648,1,有效,2.0
10043087,300.0,5882561.0,1,5384802,1,有效,2.0
10094988,15.0,1378898.0,1,82206,1,有效,2.0
10102802,130.2,5339578.0,1,5339580,1,有效,2.0
10130441,230.0,3964466.0,1,0,1,有效,2.0
10177984,80.0,931734.0,1,3648569,1,有效,2.0
10199350,330.0,1290076.0,1,2485930,1,有效,2.0
10199351,170.0,1283716.0,1,2485930,1,有效,2.0
10236794,1138.5,5191462.0,1,0,1,有效,2.0
10238651,20.0,3721719.0,1,8518002,1,有效,2.0
10254932,495.0,742170.0,1,80326,1,有效,2.0
10254933,495.0,197747.0,1,80326,1,有效,2.0
10261161,330.0,1359946.0,1,0,1,有效,2.0
10316147,3.0,239179.0,1,3418045,1,有效,2.0
10357470,1100.0,79081.0,1,608308,1,有效,2.0
10389064,150.0,321936.0,1,0,1,有效,2.0
10389496,100.0,1676105.0,1,137566,1,有效,2.0
10400709,320.0,266118.0,1,15326388,1,有效,2.0
10408086,229.5,103836.0,1,556706,1,有效,2.0
10415072,600.0,4151712.0,1,5530703,1,有效,2.0
10415073,300.0,4151712.0,1,1860603,1,有效,2.0
10420475,235.2,772774.0,1,202372,1,有效,2.0
10424346,100.0,152126.0,1,932,1,有效,2.0
10429895,100.0,1192645.0,1,13929047,1,有效,2.0
10429897,260.0,1192645.0,1,4654403,1,有效,2.0
10429898,130.0,1192645.0,1,13929048,1,有效,2.0
10432725,1308.0,1751466.0,1,14961180,1,有效,2.0
10454224,1515.04,6672635.0,1,0,1,有效,2.0
10454346,3000.0,3689913.0,1,4370990,1,有效,2.0
10456837,32.0,119907.0,1,2777554,1,有效,2.0
10466755,300.0,54619.0,1,0,1,有效,2.0
10472038,600.0,6622431.0,1,14761277,1,有效,2.0
10475697,30.0,2950121.0,1,2850737,1,有效,2.0
10475703,100.0,3906714.0,1,2850737,1,有效,2.0
10476545,1550.0,6672635.0,1,0,1,有效,2.0
10481703,280.0,155112.0,1,7387507,1,有效,2.0
10482371,24.5,627156.0,1,180012,1,有效,2.0
10482662,3000.0,3411701.0,1,5136495,1,有效,2.0
10485893,120.0,4301605.0,1,8361448,1,有效,2.0
10490225,500.0,177115.0,1,0,1,有效,2.0
10492701,100.0,159884.0,1,4686603,1,有效,2.0
10494568,226.192,11796660.0,1,0,1,有效,2.0
10494580,100.0,62546.0,1,0,1,有效,2.0
10494581,100.0,62546.0,1,0,1,有效,2.0
10496396,150.0,145072.0,1,5370313,1,有效,2.0
10496398,355.0,145072.0,1,6998317,1,有效,2.0
10496399,200.0,145072.0,1,28994,1,有效,2.0
10514909,2880.0,736888.0,1,3103728,1,有效,2.0
10540031,315.0149,4035881.0,1,2234887,1,有效,2.0
10556015,4.6,6271868.0,1,3488667,1,有效,2.0
10556016,0.334,5826101.0,1,217322,1,有效,2.0
10556017,4.6,5817884.0,1,3488667,1,有效,2.0
10556018,0.334,3864344.0,1,217322,1,有效,2.0
10556019,4.6,3864344.0,1,3488667,1,有效,2.0
10556020,4.6,5826101.0,1,3488667,1,有效,2.0
10556021,0.334,6271868.0,1,217322,1,有效,2.0
10556022,4.6,4077926.0,1,3488667,1,有效,2.0
10556023,0.334,5817884.0,1,217322,1,有效,2.0
10556024,0.334,4077926.0,1,217322,1,有效,2.0
10575709,144.0,1035533.0,1,1953358,1,有效,2.0
10576376,50.0,2970424.0,1,16229149,1,有效,2.0
10576377,100.0,2970424.0,1,16819696,1,有效,2.0
10576378,50.0,2970424.0,1,96333,1,有效,2.0
10576446,500.0,352386.0,1,76885,1,有效,2.0
10576449,500.0,352386.0,1,1151344,1,有效,2.0
10576453,700.0,352386.0,1,518437,1,有效,2.0
10576456,400.0,352386.0,1,1776,1,有效,2.0
10576459,1500.0,352386.0,1,4085635,1,有效,2.0
10576461,100.0,352386.0,1,12939084,1,有效,2.0
10576776,200.0,528697.0,1,4583170,1,有效,2.0
10578238,300.0,664588.0,1,1764326,1,有效,2.0
10599204,120.0,435694.0,1,0,1,有效,2.0
10625673,700.0,935610.0,1,0,1,有效,2.0
10634067,2450.0,75575.0,1,17232452,1,有效,2.0
10692842,560.0,3423205.0,1,7996029,1,有效,2.0
10699539,5.0,2131010.0,1,807456,1,有效,2.0
10699540,5.0,28979.0,1,807456,1,有效,2.0
10725311,144.0,2647110.0,1,112646,1,有效,2.0
10728239,620.0,290764.0,1,4705687,1,有效,2.0
10736260,214.5,1508233.0,1,64761,1,有效,2.0
10739361,300.0,221148.0,1,1416844,1,有效,2.0
10742335,340.0,4516330.0,1,6081878,1,有效,2.0
10747030,280.0,3412048.0,1,135974,1,有效,2.0
10747031,280.0,3412048.0,1,17477,1,有效,2.0
10747032,80.0,3412048.0,1,0,1,有效,2.0
10747454,660.0,62197.0,1,7530519,1,有效,2.0
10747455,660.0,62197.0,1,7530519,1,有效,2.0
10752538,260.0,4187632.0,1,355221,1,有效,2.0
10756595,51.8,2718439.0,1,1567762,1,有效,2.0
10764840,360.0,114867.0,1,5549363,1,有效,2.0
10769020,250.0,6812209.0,1,6812208,1,有效,2.0
10770571,1473.84,969458.0,1,290764,1,有效,2.0
10770573,818.8,290764.0,1,4705687,1,有效,2.0
10782593,6000.0,81472.0,1,164028638,1,有效,2.0
10785318,225.0,76977.0,1,11634554,1,有效,2.0
10824263,1345.0,1435737.0,1,68532170,1,有效,2.0
10896755,1530.0,348252.0,1,560501,1,有效,2.0
10898447,994.0,148736.0,1,4188135,1,有效,2.0
10920444,286.4,61394.0,1,669499,1,有效,2.0
10945202,9.0,1887177.0,1,0,1,有效,2.0
10957181,225.0,106949.0,1,955517,1,有效,2.0
10963814,200.0,45318.0,1,3051293,1,有效,2.0
10964288,2100.0,15969.0,1,3403492,1,有效,2.0
10980627,260.0,4675124.0,1,3100981,1,有效,2.0
10983853,810.92,6568298.0,1,4752,1,有效,2.0
10984136,330.0,224730.0,1,5994996,1,有效,2.0
10993365,80.0,841.0,1,5629011,1,有效,2.0
10998678,135.75,79171.0,1,499799,1,有效,2.0
11017802,281.875,64794.0,1,6574540,1,有效,2.0
11048430,500.0,3006468.0,1,121572,1,有效,2.0
11048431,500.0,3006468.0,1,2019907,1,有效,2.0
11070334,2500.0,971037.0,1,0,1,有效,2.0
11079261,360.0,4505.0,1,0,1,有效,2.0
11080877,891.0,302138.0,1,0,1,有效,2.0
11090158,300.0,2660163.0,1,5980295,1,有效,2.0
11095172,100.0,937674.0,1,937674,1,有效,2.0
11102130,26.4,6916.0,1,55764,1,有效,2.0
11102131,8.4,6916.0,1,1466225,1,有效,2.0
11102132,7.2,6916.0,1,1694722,1,有效,2.0
11102133,3.0,6916.0,1,1612,1,有效,2.0
11102134,12.0,6916.0,1,4496131,1,有效,2.0
11105857,428.0,2169256.0,1,4040738,1,有效,2.0
11108813,69.0,64625.0,1,2431283,1,有效,2.0
11113196,180.0,6080304.0,1,6080305,1,有效,2.0
11114744,1133.1,951820.0,1,968590,1,有效,2.0
11123076,300.0,4458511.0,1,912114,1,有效,2.0
11125101,59.82,4650994.0,1,2457596,1,有效,2.0
11139058,500.0,8274402.0,1,0,1,有效,2.0
11149347,200.0,6857979.0,1,8238530,1,有效,2.0
11149708,20.0,3096556.0,1,0,1,有效,2.0
11149709,40.0,3096556.0,1,984224,1,有效,2.0
11149710,20.0,194685.0,1,984224,1,有效,2.0
11163392,80.0,2272667.0,1,5155238,1,有效,2.0
11167174,1530.0,3151038.0,1,158639,1,有效,2.0
11168241,300.0,7915004.0,1,12633,1,有效,2.0
11168690,150.0,2533173.0,1,0,1,有效,2.0
11170360,374.0,2924968.0,1,2216,1,有效,2.0
11171056,490.0,162585.0,1,4771,1,有效,2.0
11174226,200.0,144017.0,1,3910473,1,有效,2.0
11175695,200.0,8262.0,1,0,1,有效,2.0
11176134,300.0,6592.0,1,0,1,有效,2.0
11176135,700.0,6592.0,1,0,1,有效,2.0
11180492,100.0,3178451.0,1,102479,1,有效,2.0
11183328,1000.0,3928017.0,1,4262402,1,有效,2.0
