id,equity_amount,pledgee_id,pledgee_type,pledgor_id,pledgor_type,state,up_state
17534656,80.0,135932.0,1,2155152,1,有效,
17534658,160.0,135932.0,1,635352,1,有效,
17535071,50.0,4396126.0,1,30594571,1,有效,
17546711,1280.0,2238037.0,1,0,1,有效,2.0
17559491,30.9904,24802.0,1,0,1,有效,2.0
17559492,60.0,24802.0,1,17469681,1,有效,
17571513,9.0,578361.0,1,34428140,1,有效,2.0
17577850,43.78,164645.0,1,109321,1,有效,2.0
17577881,200.0,1411079.0,1,6463785,1,有效,2.0
17578258,120.0,2115630.0,1,0,1,有效,2.0
17580492,12.075,137776.0,1,305227,1,有效,2.0
17580493,66.95,137776.0,1,177859,1,有效,2.0
17580494,851.4,137776.0,1,4566782,1,有效,2.0
17580495,12.075,137776.0,1,368034,1,有效,2.0
17583569,120000.0,7822448.0,1,84988,1,有效,2.0
17584941,1000.0,39166.0,1,663352,1,有效,2.0
17653544,-1.0,9974287.0,1,21566,1,有效,2.0
17673657,500.0,354649.0,1,3114811,1,有效,2.0
17709306,980.0,1845651.0,1,1845651,1,有效,2.0
17722917,-1.0,3978889.0,1,85284,1,有效,
17725767,1.5,3855.0,1,5806618,1,有效,
17727874,-1.0,7181725.0,1,1797451,1,有效,
17729345,600.0,10962.0,1,0,1,有效,2.0
17730404,26.1159,600670.0,1,79706127,1,有效,
17730406,26.1159,7152315.0,1,79706127,1,有效,
17730407,277.7778,600670.0,1,7152315,1,有效,
17755474,607.0,246039.0,1,185592,1,有效,
17755944,1000.0,47138.0,1,67501796,1,有效,
17756880,300.0,1181000.0,1,741,1,有效,
17758705,208.0,69542.0,1,20416011,1,有效,
17758706,608.0,69542.0,1,16707599,1,有效,
17758995,15.0,20665837.0,1,0,1,有效,2.0
17759924,125.0,11516.0,1,7131400,1,有效,
17760468,-1.0,856332.0,1,7921962,1,有效,
17761172,-1.0,1540504.0,1,0,1,有效,2.0
17761910,2000.0,1856753.0,1,9435552,1,有效,
17762843,12.0,3126.0,1,0,1,有效,2.0
17770093,200.0,60402.0,1,17876,1,有效,
17772750,1350.0,2195021.0,1,5674206,1,有效,
17774106,155.0,4035051.0,1,0,1,有效,2.0
17784257,225.0,1922459.0,1,0,1,有效,2.0
17784692,310.0,203399.0,1,2548406,1,有效,
17786945,200.0,3144638.0,1,68999947,1,有效,
17786946,200.0,3144637.0,1,68999947,1,有效,
17786947,94.4,58907.0,1,68999947,1,有效,
17795216,180.0,2111980.0,1,4944704,1,有效,2.0
17796304,6.53602,44821.0,1,0,1,有效,2.0
17801999,10.0,1481603.0,1,484121,1,有效,2.0
17802000,10.0,1481603.0,1,13195708,1,有效,2.0
17802001,5.0,1481603.0,1,1754445,1,有效,2.0
17802078,2.0,3126.0,1,161063,1,有效,
17802127,260.0,61475.0,1,6281520,1,有效,2.0
17805768,41.4,8918422.0,1,6859569,1,有效,
17807641,294.0,3118628.0,1,51224,1,有效,
17810912,500.0,69617.0,1,4742415,1,有效,
17811734,100.0,1578615.0,1,0,1,有效,2.0
17814140,-1.0,108002.0,1,1183958,1,有效,2.0
17816652,50.0,1172137.0,1,95692,1,有效,2.0
17816988,244.24,5281356.0,1,1186293,1,有效,2.0
17829994,2222.4,624391.0,1,291085,1,有效,2.0
17830043,-1.0,118549.0,1,9145,1,有效,2.0
17831645,100.0,4163865.0,1,3809542,1,有效,2.0
17832966,145.0,2864468.0,1,497978,1,有效,2.0
17834758,200.0,399267.0,1,43732723,1,有效,2.0
17834901,30.0,210778.0,1,48810,1,有效,2.0
17834910,50.0,17584401.0,1,2443630,1,有效,2.0
17834913,18.0,431739.0,1,0,1,有效,2.0
17834923,18.0,17584405.0,1,0,1,有效,2.0
17834925,18.0,17584405.0,1,0,1,有效,2.0
17834938,50.0,3226.0,1,91693,1,有效,2.0
17834940,18.0,3226.0,1,0,1,有效,2.0
17834945,18.0,17584404.0,1,0,1,有效,2.0
17834946,30.0,462473.0,1,2792,1,有效,2.0
17834953,30.1261,17584402.0,1,17584406,1,有效,2.0
17834960,10.0,1083994.0,1,0,1,有效,2.0
17834962,30.0402,133242.0,1,420067,1,有效,2.0
17834973,18.0,1083994.0,1,0,1,有效,2.0
17834978,18.0,2792.0,1,0,1,有效,2.0
17834987,18.0,17584402.0,1,0,1,有效,2.0
17834990,30.0,2792.0,1,462473,1,有效,2.0
17835001,35.0,3226.0,1,15200,1,有效,2.0
17835004,10.0,2938974.0,1,0,1,有效,2.0
17835019,50.0,157128.0,1,5119328,1,有效,2.0
17835020,50.0,5119328.0,1,157128,1,有效,2.0
17835030,18.0,132104.0,1,0,1,有效,2.0
17835047,18.0,2936801.0,1,0,1,有效,2.0
17835052,18.0,46947.0,1,0,1,有效,2.0
17835060,18.0,4369.0,1,0,1,有效,2.0
17835069,20.0,47135.0,1,0,1,有效,2.0
17835099,38.88,106028.0,1,8452,1,有效,2.0
17835108,30.0,1392399.0,1,210778,1,有效,2.0
17835121,45.0,8452.0,1,106028,1,有效,2.0
17835125,18.0,2073.0,1,0,1,有效,2.0
17835127,30.0,406474.0,1,13979996,1,有效,2.0
17835139,18.0,2936801.0,1,0,1,有效,2.0
17835175,10.0,2936801.0,1,0,1,有效,2.0
17835215,18.0,16895788.0,1,0,1,有效,2.0
17835217,18.0,3586.0,1,0,1,有效,2.0
17835219,18.0,10966318.0,1,0,1,有效,2.0
17835228,18.0,4441.0,1,0,1,有效,2.0
17835229,18.0498,51547.0,1,0,1,有效,2.0
17835235,18.0,1392399.0,1,0,1,有效,2.0
17835265,70.3372,3075411.0,1,15117003,1,有效,2.0
17835283,18.0,17584400.0,1,0,1,有效,2.0
17835285,18.0,431739.0,1,0,1,有效,2.0
17835291,18.0,17584403.0,1,0,1,有效,2.0
17835305,18.0,5849635.0,1,0,1,有效,2.0
17835331,18.0,13989650.0,1,0,1,有效,2.0
17835356,18.0,420067.0,1,0,1,有效,2.0
17835366,30.0,13979996.0,1,406474,1,有效,2.0
17835380,35.0,51547.0,1,13989650,1,有效,2.0
17835382,18.0,420067.0,1,0,1,有效,2.0
17835385,18.0,2073.0,1,0,1,有效,2.0
17835390,18.0,17584406.0,1,0,1,有效,2.0
17835416,18.0,461644.0,1,0,1,有效,2.0
17835420,18.0,17584403.0,1,0,1,有效,2.0
17835425,18.0,2562275.0,1,0,1,有效,2.0
17835472,250.0,5168282.0,1,4069057,1,有效,2.0
17835479,200.0,2073.0,1,227206,1,有效,2.0
17838325,15.0149,4628.0,1,51337494,1,有效,2.0
17838393,300.0,3073405.0,1,0,1,有效,2.0
17853695,160.0,7419.0,1,0,1,有效,2.0
17853696,40.0,7419.0,1,0,1,有效,2.0
17855288,96.012978,852.0,1,0,1,有效,2.0
17859241,160.0,1128.0,1,390097,1,有效,2.0
17869194,52.8,407310.0,1,0,1,有效,2.0
17880002,1500.0,136644.0,1,0,1,有效,2.0
17881482,603.88,3695327.0,1,4193043,1,有效,
17881588,25.0,3804290.0,1,173140,1,有效,
17884511,10.0,1481603.0,1,131260,1,有效,2.0
17899568,150.0,170222.0,1,2710982,1,有效,2.0
17901860,6806.2,3213818.0,1,3213818,1,有效,
17902424,600.0,2210518.0,1,184279,1,有效,
17902516,83.35,3375338.0,1,126189,1,有效,
17903230,200.0,2155888.0,1,24950780,1,有效,2.0
17907571,70.0,578203.0,1,6908391,1,有效,
17907572,29.0,578203.0,1,2368856,1,有效,
17908861,600.0,450400.0,1,87257,1,有效,
17908862,1500.0,450400.0,1,27566535,1,有效,
17909738,356.0,2674662.0,1,15150704,1,有效,
17912066,46.0,8504803.0,1,497186,1,有效,
17912067,94.0,8504803.0,1,8835446,1,有效,
17912194,4300.0,6582.0,1,3364450,1,有效,
17915439,5000.0,496290.0,1,47946,1,有效,2.0
17916637,50.0,626892.0,1,74721,1,有效,2.0
17916638,100.0,626892.0,1,112788,1,有效,2.0
17916639,1000.0,626892.0,1,2214981,1,有效,2.0
17916640,780.0,626892.0,1,2901,1,有效,
17916641,70.0,626892.0,1,587221,1,有效,
17918659,600.0,913158.0,1,0,1,有效,2.0
17918660,600.0,913158.0,1,0,1,有效,2.0
17918661,800.0,913158.0,1,0,1,有效,2.0
17918736,20.0,6293101.0,1,0,1,有效,2.0
17925166,41.0225,24802.0,1,0,1,有效,
17925182,45.5,721792.0,1,0,1,有效,2.0
17925185,10.5091,237305.0,1,0,1,有效,2.0
17925188,60.051,123254.0,1,33068,1,有效,
17925197,33.15,123254.0,1,0,1,有效,2.0
17925200,10.003,237305.0,1,0,1,有效,2.0
17925201,121.4869,445716.0,1,5274,1,有效,
17925202,50.0,721792.0,1,232645,1,有效,
17925203,65.0,237305.0,1,106214,1,有效,
17925204,74.7753,5274.0,1,2105918,1,有效,
17925206,20.065,42896.0,1,0,1,有效,2.0
17925207,30.0811,2445.0,1,0,1,有效,2.0
17925216,26.3871,2445.0,1,0,1,有效,2.0
17925221,100.2435,42896.0,1,155665,1,有效,2.0
17925222,31.5,163898.0,1,0,1,有效,2.0
17925223,51.1073,163898.0,1,17469688,1,有效,
17925224,34.2228,471919.0,1,0,1,有效,2.0
17925225,30.0046,123254.0,1,0,1,有效,2.0
17925232,110.5,4793.0,1,36281,1,有效,2.0
17925233,77.0,2105918.0,1,17469685,1,有效,
17925239,45.0,123254.0,1,142557,1,有效,
17925240,100.0,1819910.0,1,189281,1,有效,
17925245,100.0,2462206.0,1,1819910,1,有效,
17925249,40.0,209474.0,1,0,1,有效,
17925255,10.8938,1522763.0,1,0,1,有效,2.0
17925257,70.6835,2147.0,1,69274,1,有效,
17925259,51.4496,34598.0,1,1522763,1,有效,
17925260,30.0,1522763.0,1,0,1,有效,
17925262,60.6678,33068.0,1,123254,1,有效,
17925266,15.0,33068.0,1,0,1,有效,2.0
17925269,10.904,163898.0,1,0,1,有效,2.0
17925272,10.7629,1522763.0,1,0,1,有效,2.0
17925274,30.0,7745720.0,1,0,1,有效,2.0
17925275,45.0,163898.0,1,0,1,有效,2.0
17925277,30.0255,7745720.0,1,0,1,有效,2.0
17925282,25.1062,1522763.0,1,0,1,有效,2.0
17925287,25.9523,2372453.0,1,0,1,有效,2.0
17925294,65.2981,2147.0,1,164200,1,有效,
17925303,42.9178,36281.0,1,471919,1,有效,
17925308,52.226,36281.0,1,139582,1,有效,
17925312,41.0,4793.0,1,0,1,有效,2.0
17925320,51.0,4793.0,1,74789,1,有效,
17925336,200.3,16198014.0,1,9251775,1,有效,2.0
17925342,10.8326,2236367.0,1,0,1,有效,2.0
17925343,50.6933,13754284.0,1,1605,1,有效,
17925346,152.2875,2236367.0,1,2372453,1,有效,
17925350,125.6,17469679.0,1,1716327,1,有效,
17925360,25.0,3751563.0,1,0,1,有效,2.0
17925361,10.0058,3751563.0,1,0,1,有效,2.0
17925362,10.0,3751563.0,1,0,1,有效,2.0
17925368,16.4391,13754284.0,1,0,1,有效,2.0
17925369,51.4082,1042927.0,1,148015,1,有效,
17925370,115.6,275916.0,1,110923,1,有效,
17925371,115.273,3751563.0,1,16198014,1,有效,
17925377,34.0,1461608.0,1,0,1,有效,2.0
17925378,40.0,13754284.0,1,0,1,有效,
17925382,85.0,13754284.0,1,579,1,有效,
17925384,25.0425,3751563.0,1,0,1,有效,2.0
17925387,30.851,3751563.0,1,0,1,有效,2.0
17925388,50.544,69274.0,1,2147,1,有效,
17925390,100.0156,1858499.0,1,17028,1,有效,2.0
17925398,60.02,486329.0,1,6713434,1,有效,
17925401,75.1701,486329.0,1,10890,1,有效,
17925407,12.2222,13754284.0,1,0,1,有效,2.0
17925411,123.8455,17028.0,1,1858499,1,有效,
17925422,50.0,181106.0,1,431712,1,有效,
17925424,50.0,431712.0,1,466905,1,有效,
17925429,100.0,99943.0,1,13173501,1,有效,
17925656,1250.0,3144365.0,1,68999947,1,有效,
17926079,25.0,376886.0,1,4803030,1,有效,
17926080,10.0,376886.0,1,4361950,1,有效,
17926081,5.0,376886.0,1,1660066,1,有效,
17927208,-1.0,1422585.0,1,1700079,1,有效,
17927209,-1.0,1422585.0,1,498940,1,有效,
17927210,-1.0,1422585.0,1,120827,1,有效,
17927211,-1.0,1422585.0,1,133210,1,有效,
17929693,28.648,44525.0,1,82084,1,有效,
17929694,124.1412,44525.0,1,618052,1,有效,
17929695,7.162,44525.0,1,265525,1,有效,
17929696,9.5493,44525.0,1,4888,1,有效,
17929697,19.0987,44525.0,1,65,1,有效,
17929699,109.8172,44525.0,1,0,1,有效,2.0
17930569,45.0,59625.0,1,0,1,有效,2.0
17939940,17.5,406781.0,1,680455,1,有效,
17943317,150.0,176876.0,1,546099,1,有效,
17944370,-1.0,91653.0,1,8604768,1,有效,
17956182,300.0,12789.0,1,333877,1,有效,
17960574,240.0,1918939.0,1,52721,1,有效,
17970351,205.0,4434199.0,1,123876250,1,有效,
17970355,30.0,4434199.0,1,16166553,1,有效,
17971369,690.0,314296.0,1,17485,1,有效,
17975652,20.0,87922.0,1,43065,1,有效,
17975800,20.0,425924.0,1,0,1,有效,2.0
17975822,28.0,1471982.0,1,0,1,有效,2.0
17975826,21.0,78073.0,1,0,1,有效,2.0
17975827,49.0,78073.0,1,5319441,1,有效,2.0
17975828,50.4998,857.0,1,0,1,有效,2.0
17975829,50.0,857.0,1,13489481,1,有效,2.0
17975837,50.0,78073.0,1,8856,1,有效,2.0
17975839,80.0,8856.0,1,439733,1,有效,
17975861,20.0,129836.0,1,8004,1,有效,
17975876,10.4999,439733.0,1,0,1,有效,2.0
17975879,80.5,233876.0,1,0,1,有效,2.0
17975880,100.0,233876.0,1,0,1,有效,2.0
17979610,200.0,7613288.0,1,0,1,有效,2.0
17979611,200.0,7613288.0,1,0,1,有效,2.0
17985869,10000.0,46394.0,1,44587,1,有效,
17986358,60.0,201921.0,1,3958291,1,有效,
17995008,880.0,6696857.0,1,4467180,1,有效,
17995009,1880.0,6696857.0,1,15134962,1,有效,
17995013,6000.0,6696857.0,1,4467180,1,有效,
17995492,1000.0,517119.0,1,9984020,1,有效,
17995512,950.0,581900.0,1,5973879,1,有效,
17995518,1000.0,3524159.0,1,48547212,1,有效,
17995519,280.7935,206022.0,1,16859910,1,有效,
17995544,100.0,71683.0,1,6178762,1,有效,
17995546,100.0,17274070.0,1,24629,1,有效,
17995554,200.0,53419.0,1,10764123,1,有效,
18001468,7.162,44525.0,1,18448099,1,有效,
18005928,525.25,1570796.0,1,115660,1,有效,
18018781,400.0,1687251.0,1,16549,1,有效,2.0
18019692,1480.0,5654264.0,1,0,1,有效,2.0
18019980,200.0,3439485.0,1,4702864,1,有效,2.0
18019981,200.0,3439485.0,1,1215,1,有效,2.0
18021745,-1.0,2215548.0,1,35920,1,有效,2.0
18024566,12.0,421449.0,1,421449,1,有效,2.0
18034317,200.0,7659.0,1,2878458,1,有效,2.0
18036972,720.0,5943805.0,1,2169522,1,有效,2.0
18036973,1800.0,5943805.0,1,4752434,1,有效,2.0
18036974,720.0,5943805.0,1,4752434,1,有效,2.0
18046870,1000.0,5260600.0,1,8136163,1,有效,2.0
18046871,1000.0,5260600.0,1,284550,1,有效,2.0
18049621,95.0,3570631.0,1,1530969,1,有效,2.0
18049728,100.0,1701964.0,1,170633,1,有效,2.0
18049737,500.0,56726.0,1,43771727,1,有效,2.0
18051483,800.0,32332.0,1,30577660,1,有效,2.0
18052796,105.0,6183212.0,1,0,1,有效,2.0
18055213,400.0,102364.0,1,85864,1,有效,2.0
18058692,1000.0,1890532.0,1,5182538,1,有效,2.0
18058693,1000.0,1890532.0,1,304097,1,有效,2.0
18059220,225.0,50079.0,1,1867174,1,有效,2.0
18061369,170.0,11142209.0,1,0,1,有效,2.0
18071970,1000.0,2664553.0,1,0,1,有效,2.0
18072857,20.0,27520543.0,1,1449985,1,有效,2.0
18072858,30.0,27520543.0,1,0,1,有效,2.0
18075739,114.8,63065.0,1,178921155,1,有效,2.0
18075741,1253.5288,938381.0,1,53512282,1,有效,2.0
18075742,450.0,16930115.0,1,5707008,1,有效,2.0
18075744,116.511,2454.0,1,0,1,有效,2.0
18075745,4000.0,12332883.0,1,8227580,1,有效,2.0
18075746,106.1346,2833884.0,1,180213671,1,有效,2.0
18075751,58.7948,111567.0,1,8687119,1,有效,2.0
18075938,45.0,2079288.0,1,0,1,有效,2.0
18076884,1280.5,308381.0,1,2628776,1,有效,2.0
18080183,200.0,3848123.0,1,38816518,1,有效,2.0
18086230,600.0,2371486.0,1,3826992,1,有效,2.0
18114892,100.0,618982.0,1,100634,1,有效,2.0
18115780,490.0,2011705.0,1,2011705,1,有效,2.0
18117688,30.0,261376.0,1,80086,1,有效,2.0
18129833,968.75,101194.0,1,154837,1,有效,2.0
18157981,2000.0,478669.0,1,178135290,1,有效,2.0
18158087,943.4,1175752.0,1,75418,1,有效,2.0
18162817,100.0,1134745.0,1,3934363,1,有效,2.0
18179627,25.0,213107.0,1,719717,1,有效,2.0
18180703,30.0,132444.0,1,546182,1,有效,2.0
18182877,150.0,2761999.0,1,47080,1,有效,2.0
18182878,150.0,2761999.0,1,5758629,1,有效,2.0
18182880,150.0,2761999.0,1,31946,1,有效,2.0
18182881,150.0,2761999.0,1,1128,1,有效,2.0
18182882,150.0,2761999.0,1,132978,1,有效,2.0
18182886,300.0,2761999.0,1,3878828,1,有效,2.0
18182887,150.0,2761999.0,1,12521,1,有效,2.0
18182888,150.0,2761999.0,1,1489088,1,有效,2.0
18182889,150.0,2761999.0,1,2706232,1,有效,2.0
18182890,150.0,2761999.0,1,186787,1,有效,2.0
18182891,150.0,2761999.0,1,344084,1,有效,2.0
18182894,150.0,7687996.0,1,316616,1,有效,2.0
18182895,150.0,2761999.0,1,2107,1,有效,2.0
18182897,150.0,2761999.0,1,6468813,1,有效,2.0
18182899,150.0,2761999.0,1,0,1,有效,2.0
18182900,150.0,316616.0,1,2761999,1,有效,2.0
18182901,150.0,2761999.0,1,2361256,1,有效,2.0
18182902,150.0,2761999.0,1,581,1,有效,2.0
18182903,150.0,2761999.0,1,274198,1,有效,2.0
18182904,150.0,2761999.0,1,194019,1,有效,2.0
18182905,150.0,2761999.0,1,59919,1,有效,2.0
18182907,150.0,2761999.0,1,2454329,1,有效,2.0
18182908,150.0,2761999.0,1,7687996,1,有效,2.0
18186376,64.758,12998743.0,1,546366,1,有效,2.0
18192711,120.0,652739.0,1,0,1,有效,2.0
18193178,20.0,61586.0,1,0,1,有效,2.0
18196524,680.0,7452681.0,1,11583480,1,有效,
18196694,1576.4,731308.0,1,268132,1,有效,
18196695,3837.6433,8685022.0,1,10011926,1,有效,
18196696,2289.1566,8685022.0,1,10011926,1,有效,
18196697,573.2413,8685022.0,1,35923103,1,有效,2.0
18196698,255.18,8685022.0,1,38751799,1,有效,2.0
18196699,1202.2519,8685022.0,1,540088,1,有效,
18196700,1555.2278,8685022.0,1,38751800,1,有效,
18196702,802.9734,8685022.0,1,12576047,1,有效,
18196703,3529.8,8685022.0,1,38751806,1,有效,2.0
18196704,286.2,8685022.0,1,12029879,1,有效,2.0
18196705,1059.9999,8685022.0,1,38751801,1,有效,2.0
18196706,1144.4403,8685022.0,1,38751807,1,有效,2.0
18196707,630.56,8685022.0,1,0,1,有效,2.0
18196708,991.7999,8685022.0,1,9758889,1,有效,
18196709,420.3732,8685022.0,1,926,1,有效,2.0
18196710,741.9999,8685022.0,1,44164993,1,有效,
18196711,3974.9998,8685022.0,1,7010104,1,有效,
18196715,438.2251,8685022.0,1,26666734,1,有效,2.0
18196717,6126.7999,8685022.0,1,38751803,1,有效,
18196718,3975.0,8685022.0,1,29735697,1,有效,2.0
18196719,2151.7999,8685022.0,1,38751804,1,有效,
18196720,893.7331,8685022.0,1,11882853,1,有效,
18196721,120.2251,8685022.0,1,177991940,1,有效,2.0
18200742,-1.0,90184.0,1,434357,1,有效,
18202329,40.0,2007507.0,1,307309,1,有效,
18202330,60.0,2007507.0,1,6423645,1,有效,
18202772,-1.0,3895055.0,1,141001,1,有效,
18204056,303.73,7446996.0,1,17342084,1,有效,2.0
18204057,97.3,7446996.0,1,762401,1,有效,2.0
18204058,245.58,7446996.0,1,130476,1,有效,2.0
18208215,-1.0,114157.0,1,2186606,1,有效,
18208216,-1.0,1892387.0,1,2186606,1,有效,
18208653,129.0,126969.0,1,3220163,1,有效,
18208677,60.0,11121212.0,1,0,1,有效,2.0
18208940,304.0,249564.0,1,763787,1,有效,
18208941,320.0,249564.0,1,1974556,1,有效,
18211101,1000.0,163387.0,1,139800,1,有效,
18215790,5990.4,622749.0,1,346372,1,有效,
18215791,6489.6,622749.0,1,330779,1,有效,
18216002,68.0,2673494.0,1,411616,1,有效,
18218749,166.6666,180073.0,1,214255,1,有效,
18218750,166.6667,180073.0,1,214255,1,有效,
18219717,18.0,2562275.0,1,0,1,有效,2.0
18219740,18.0,201775.0,1,0,1,有效,2.0
18219743,30.0,2792.0,1,502913,1,有效,
18219748,18.0,420067.0,1,0,1,有效,2.0
18219753,18.0,2936801.0,1,0,1,有效,2.0
18219773,70.0,3586.0,1,187615,1,有效,
18219841,50.0,39298.0,1,5797851,1,有效,2.0
18219856,18.0,17584403.0,1,0,1,有效,2.0
18234631,66.0,841269.0,1,5342769,1,有效,2.0
18236038,600.0,26820.0,1,0,1,有效,2.0
18238411,2000.0,910936.0,1,40252251,1,有效,2.0
18241654,40.0,491719.0,1,0,1,有效,2.0
18254831,-1.0,2367616.0,1,565211,1,有效,
18254832,-1.0,2367616.0,1,124277,1,有效,
18254833,-1.0,2108377.0,1,565211,1,有效,
18254834,-1.0,2108377.0,1,124277,1,有效,
18262466,27.0,499522.0,1,0,1,有效,2.0
18263896,129.0,126969.0,1,3220163,1,有效,
18264807,41.0,47886.0,1,0,1,有效,2.0
18264983,100.0,1437304.0,1,91552,1,有效,
18264984,70.0,1437304.0,1,418803,1,有效,
18264985,70.0,1437304.0,1,363726,1,有效,
18268219,1218750.0,6814429.0,1,0,1,有效,2.0
18268220,1218750.0,6814429.0,1,99105,1,有效,
18269859,-1.0,5275541.0,1,3588210,1,有效,
18274311,71.055,4004248.0,1,129836,1,有效,2.0
18274505,10.0,2506.0,1,0,1,有效,2.0
18275168,300.0,18645657.0,1,4914676,1,有效,
18276038,490.0,1674541.0,1,544114,1,有效,
18276739,395.0,209867.0,1,9286,1,有效,2.0
18277264,320.0,940.0,1,516594,1,有效,2.0
18277400,278.095,626098.0,1,880,1,有效,
18279932,268.0,2542.0,1,2944355,1,有效,2.0
18282889,41.0,579.0,1,12692487,1,有效,
18283054,22.8,1542149.0,1,45421,1,有效,2.0
18300067,108.0,101350.0,1,0,1,有效,2.0
18300068,72.0,141607.0,1,0,1,有效,2.0
18302317,1330.0,8132356.0,1,10288450,1,有效,2.0
18308559,80.0,54507.0,1,3958291,1,有效,2.0
18311492,204.0,103565.0,1,759832,1,有效,2.0
18311493,204.0,103565.0,1,662923,1,有效,2.0
18316938,-1.0,24899070.0,1,3425881,1,有效,2.0
18317635,69.4544,509179.0,1,1021144,1,有效,2.0
18318797,600.0,127280.0,1,47183,1,有效,2.0
18321634,250.0,2970424.0,1,8431239,1,有效,2.0
18321635,200.0,2970424.0,1,7010256,1,有效,2.0
18321636,75.0,2970424.0,1,0,1,有效,2.0
18321637,25.0,2970424.0,1,4537775,1,有效,2.0
18321638,50.0,2970424.0,1,0,1,有效,2.0
18321639,100.0,2970424.0,1,0,1,有效,2.0
18333582,5.0,12177267.0,1,1353701,1,有效,2.0
18335493,48.0,3059595.0,1,391315,1,有效,2.0
18335497,96.0,3648027.0,1,391315,1,有效,2.0
18336628,50.0,2769593.0,1,182459,1,有效,2.0
18336629,50.0,2769593.0,1,158598,1,有效,2.0
18337448,180.0,187306.0,1,8906407,1,有效,2.0
18337449,120.0,187306.0,1,9870841,1,有效,2.0
18337968,100.0,44130.0,1,995940,1,有效,2.0
18337971,200.0,44130.0,1,135600,1,有效,2.0
18337973,100.0,71683.0,1,542,1,有效,2.0
18337975,100.0,71683.0,1,11575612,1,有效,2.0
18338169,120.0,4345817.0,1,79826,1,有效,2.0
18339086,205.0,6523917.0,1,668595,1,有效,2.0
18339087,205.0,3159327.0,1,668595,1,有效,2.0
18342436,20.0,491719.0,1,0,1,有效,2.0
18346068,75.0,1490637.0,1,8573657,1,有效,2.0
18346069,75.0,1490637.0,1,743222,1,有效,2.0
18349902,4800.0,274418.0,1,0,1,有效,2.0
18351511,16.0,7293471.0,1,80346,1,有效,2.0
18355786,60.0,2567551.0,1,1267136,1,有效,2.0
18357696,3000.6,2628240.0,1,3730337,1,有效,2.0
18361157,85.0,546205.0,1,6590243,1,有效,2.0
18364472,240.0,28138.0,1,24187537,1,有效,2.0
18364473,55.5,28138.0,1,233338,1,有效,2.0
18391424,4.9,330160.0,1,232795,1,有效,2.0
18394452,500.0,2073.0,1,389949,1,有效,2.0
18394998,100.0,633638.0,1,0,1,有效,2.0
18403439,44.0,206370.0,1,114837,1,有效,2.0
18408214,200.0,734661.0,1,2967482,1,有效,2.0
18416952,6126.7999,8685022.0,1,53376598,1,有效,2.0
18416954,1562.9275,8685022.0,1,40073833,1,有效,2.0
18416955,279.584,8685022.0,1,326240,1,有效,2.0
18417123,25.0,31403.0,1,0,1,有效,2.0
18417124,26.0,31403.0,1,0,1,有效,2.0
18428993,475.0,9301393.0,1,9301393,1,有效,2.0
18428994,25.0,34829.0,1,34829,1,有效,2.0
18438603,115.0,41827.0,1,7373974,1,有效,
18438604,706.25,93508.0,1,7373974,1,有效,
18438605,91.25,4097303.0,1,7373974,1,有效,
18440394,-1.0,2449216.0,1,0,1,有效,2.0
18440709,1800.0,1709147.0,1,14004884,1,有效,2.0
18441515,50.0,197003.0,1,2372722,1,有效,
18442003,100.0,4191448.0,1,0,1,有效,2.0
18445570,20.0,1868940.0,1,0,1,有效,2.0
18445716,20.0,5256020.0,1,0,1,有效,2.0
18445808,125.605,226594.0,1,605130,1,有效,2.0
18445809,90.0,226594.0,1,0,1,有效,2.0
18445856,25.3,11796054.0,1,0,1,有效,2.0
18445900,40.0,3191434.0,1,0,1,有效,2.0
18445959,43.25,226594.0,1,0,1,有效,2.0
18445967,33.5,5495832.0,1,0,1,有效,2.0
18454246,-1.0,3848123.0,1,522747,1,有效,
18456394,5.0,9087.0,1,32369,1,有效,
18460992,-1.0,2150033.0,1,424034,1,有效,
18466078,30.0,3864.0,1,158689,1,有效,
18468559,800.0,2211269.0,1,591111,1,有效,2.0
18468593,640.0,51548.0,1,0,1,有效,2.0
18468594,160.0,51548.0,1,0,1,有效,2.0
18474216,10.2,265210.0,1,150529,1,有效,
18474625,-1.0,2358999.0,1,2583739,1,有效,
18475246,1000.0,713891.0,1,2224118,1,有效,
18478127,150.0,3671660.0,1,6531080,1,有效,
18481553,120.0,463292.0,1,0,1,有效,2.0
18481555,180.0,463292.0,1,0,1,有效,2.0
18483793,450.0,2805674.0,1,0,1,有效,2.0
18489298,480.0,875102.0,1,0,1,有效,2.0
18497284,670.0,3091391.0,1,2545383,1,有效,
18499161,330.0,3179329.0,1,0,1,有效,2.0
18499165,600.0,3179329.0,1,0,1,有效,2.0
18502141,55.99375,388.0,1,6730,1,有效,
18503099,398.0,2689733.0,1,0,1,有效,2.0
18507332,-1.0,56924.0,1,57375,1,有效,
18508067,-1.0,2367616.0,1,124277,1,有效,
18508068,-1.0,2367616.0,1,565211,1,有效,
18508069,-1.0,2108377.0,1,565211,1,有效,
18508070,-1.0,2108377.0,1,124277,1,有效,
18512104,27.0,757319.0,1,3963688,1,有效,2.0
18514113,750.0,4198883.0,1,2930859,1,有效,
18520365,500.0,582022.0,1,0,1,有效,2.0
18520366,300.0,582022.0,1,0,1,有效,2.0
18520367,1700.0,582022.0,1,0,1,有效,2.0
18521587,1000.0,251241.0,1,715388,1,有效,
18524027,14.11,222039.0,1,183801,1,有效,2.0
