investor_id,company_id
589,1013
1522,2366
1522,1241
1445,2434
1439,2579
52,2684
941,941
64,26
1306,1306
1183,1183
266,2069
1478,2106
2388,2428
1285,1285
2238,2238
294,293
78,94
2758,2616
2304,2616
419,419
720,251
2135,2389
2391,784
575,575
89,427
253,1251
112,1060
817,2490
2652,2252
749,749
1739,1739
2464,2355
2280,2615
1130,1130
403,1005
664,779
1525,2266
532,2747
495,495
1297,1297
2857,2836
1320,1320
1191,1191
234,986
65,2636
679,1463
2534,2620
699,699
2399,2695
74,549
763,2634
1421,646
721,1006
2554,2868
457,457
87,698
87,687
1374,1374
421,258
775,2664
1097,1097
275,494
1077,1487
2537,2794
1408,1432
836,836
595,595
998,2484
283,1230
617,723
351,351
292,292
210,210
358,358
330,376
2149,2597
1737,1737
901,901
1296,1296
2076,2258
2437,1509
1367,1367
832,832
2588,2852
776,776
319,1204
972,972
1109,870
2647,1507
783,406
2407,629
2784,2805
1043,1043
736,773
514,1426
299,448
895,2609
1044,2084
851,851
542,542
2483,2699
2631,2759
2674,2543
1430,1430
1373,1373
991,991
637,637
2402,2435
2279,2065
2843,2842
402,1466
708,708
1488,1488
1087,1087
647,973
2479,2485
2792,2845
97,1502
576,576
1448,1448
1101,1101
477,477
709,709
1520,864
1291,934
555,193
2406,282
965,965
300,300
328,328
2522,2692
2522,2693
2155,2155
688,1065
1122,1122
314,681
2727,2735
2742,2832
2702,206
663,663
1103,2491
2489,2815
134,264
2573,2601
929,929
2445,713
931,931
1379,1379
469,1361
597,597
2159,1070
607,607
481,481
1120,1120
967,967
1294,1294
1030,2071
1327,1327
2158,2762
879,1272
54,53
2171,2519
29,1413
535,414
1307,1307
123,123
730,729
516,516
259,259
573,2669
1754,1757
1384,1384
503,947
1113,2463
1113,2461
1761,1761
685,911
233,233
1197,1197
579,579
598,599
517,1061
232,232
2610,2581
380,380
1265,1265
241,241
2210,2259
2078,2608
1288,1288
455,455
2103,2286
866,997
2067,997
320,320
279,1500
665,665
2814,2780
2138,2386
2424,2425
867,285
341,2096
1460,1460
2205,2493
2442,2556
1090,1090
2541,2619
1523,571
1256,1256
1480,1480
760,2094
1429,1429
830,830
116,1040
515,658
2276,2322
1506,1506
909,908
335,335
2370,2825
1274,1274
2360,2503
431,431
2448,2689
465,464
2329,593
1298,1298
2551,816
582,130
1481,1481
453,453
2553,810
412,1461
2236,2403
561,627
1498,1462
2209,2773
632,632
2774,2797
2668,2861
2760,2864
703,1025
158,2642
899,2321
2653,2712
651,651
861,861
1746,1746
2791,2765
1195,1195
960,960
2453,322
912,912
2356,2756
2352,1026
943,943
1248,1247
2148,2174
318,304
994,2306
2211,2614
1404,2830
104,325
42,68
1091,1091
877,877
1753,1924
2831,2854
137,2488
2707,2718
606,606
1031,1464
237,237
1273,1273
2102,1054
289,585
2481,2506
755,755
2426,222
809,2450
148,148
1100,1100
505,652
405,1499
843,843
1017,1017
1128,1128
1,25
119,119
2181,2181
2120,2120
499,499
1242,1242
1124,1124
655,828
1440,1440
1368,2638
2812,2220
891,891
1269,1422
546,546
214,913
306,722
2373,2382
172,172
387,387
2433,2440
898,278
993,168
1079,1079
1417,1417
321,321
661,661
1237,1237
2057,2101
2113,1524
602,602
2580,2611
235,79
957,957
265,265
1673,1673
2538,2359
1442,1442
1454,2021
2136,2136
125,125
2775,2476
200,401
152,151
771,2262
521,521
1752,1423
1029,1092
980,2438
826,826
2116,544
2116,2856
2621,2623
539,1015
735,735
2596,2816
1514,1514
2496,2302
95,1036
2367,2840
1511,1510
1190,1190
1385,1385
2204,2204
2337,2820
837,837
1389,1389
1312,1312
601,109
886,886
31,30
793,793
641,641
2560,305
770,311
754,754
1034,2365
2677,2740
962,962
802,653
1105,1105
900,327
260,2134
881,2855
2678,2753
338,377
468,468
171,170
162,162
718,717
966,1465
310,1386
508,2456
996,996
1107,1107
1208,1208
671,671
2131,2312
1193,1193
2177,1323
88,964
102,101
690,690
488,487
1409,1409
507,506
2595,2659
1491,1491
847,846
2694,2701
1037,1037
747,1249
2409,2058
2374,2374
1750,1750
1046,1046
1067,67
371,1058
107,1102
154,1534
2599,2348
32,204
1194,1194
450,626
93,2314
2316,2316
838,838
1299,1299
662,1425
1011,2562
2738,2808
1528,1185
1185,1185
565,566
2571,2848
942,942
786,786
876,903
339,2817
2499,2824
444,444
677,963
567,2077
2079,2717
1095,1095
2104,120
100,99
856,856
2394,2401
892,892
1260,1260
2411,2498
185,71
1747,1747
1055,1055
1313,1313
163,163
1014,1424
580,496
1276,1276
928,928
1284,1284
2676,2839
557,557
410,2865
1222,1222
711,711
1184,1184
51,2080
2798,2803
550,825
391,391
164,368
145,794
988,1214
552,552
528,295
2383,2060
1268,1268
880,880
1280,1280
105,2813
70,2059
1081,692
1321,1321
501,2649
2731,2768
1114,1114
1416,1020
1073,1072
7,6
2202,1759
631,631
938,938
1760,1760
1127,1127
2139,2089
98,2121
2591,2648
670,670
835,835
2062,2273
2539,2544
108,108
581,581
732,2324
1431,1450
205,766
2444,2480
850,850
80,113
2246,2673
714,1199
1045,2532
401,442
667,667
768,2404
482,2418
1515,2719
622,623
590,590
